client_id,loss,accuracy,round,agg_loss,agg_accuracy
,,,1.0,0.0276270258270023,0.5462728724057473
1.0,0.0276043834124708,0.5437799336853739,1.0,,
3.0,0.0276764811190577,0.5436571288223013,1.0,,
8.0,0.0276517985157836,0.5476482868721602,1.0,,
0.0,0.0279474030705732,0.5429202996438659,1.0,,
5.0,0.0276071723506182,0.545683409062999,1.0,,
9.0,0.0274300445477353,0.5464202382414344,1.0,,
2.0,0.027709992046396,0.5453149944737812,1.0,,
7.0,0.027677912596738,0.5446395677268819,1.0,,
6.0,0.0274252326676173,0.553358713005035,1.0,,
4.0,0.0275398379430334,0.5493061525236399,1.0,,
,,,2.0,0.0103520192583787,0.792158909492816
3.0,0.0104252009482256,0.7911703303450817,2.0,,
9.0,0.0101426340366015,0.794424659216505,2.0,,
6.0,0.0100281622110296,0.7961439272995211,2.0,,
5.0,0.0104831129067303,0.7937492324696058,2.0,,
4.0,0.0104128728385904,0.7903106963035736,2.0,,
2.0,0.010376805358388,0.7896352695566744,2.0,,
1.0,0.0105226481797492,0.7898808792828196,2.0,,
8.0,0.0103834758541382,0.7912931352081543,2.0,,
0.0,0.0105774996944717,0.7881616111998035,2.0,,
7.0,0.0101677805558624,0.7968193540464202,2.0,,
,,,3.0,0.0088906532158748,0.8174198698268452
3.0,0.0089555389005253,0.8180031929264399,3.0,,
8.0,0.0089287793044887,0.818248802652585,3.0,,
0.0,0.0090658318726697,0.8132752056981456,3.0,,
2.0,0.0088640616637811,0.8168365467272504,3.0,,
5.0,0.0089820127732467,0.8189242293994842,3.0,,
1.0,0.0091044579360491,0.813766425150436,3.0,,
4.0,0.0089334439425419,0.8133980105612182,3.0,,
6.0,0.0086505275114915,0.819722461009456,3.0,,
9.0,0.0087607836342335,0.8194154488517745,3.0,,
7.0,0.0086610946197204,0.8226083752916615,3.0,,
,,,4.0,0.0081903638927778,0.8304064840967702
2.0,0.0081344332962763,0.830160874370625,4.0,,
3.0,0.0082459018864108,0.8285030087191453,4.0,,
6.0,0.0079350255857034,0.834397642146629,4.0,,
5.0,0.0082600216259904,0.8309591059805969,4.0,,
0.0,0.0083796820686458,0.8280117892668549,4.0,,
9.0,0.0080775362060313,0.831634532727496,4.0,,
8.0,0.0082294886654313,0.8303450816652339,4.0,,
7.0,0.0079866111512765,0.833967825125875,4.0,,
4.0,0.0082597482629714,0.8278889844037823,4.0,,
1.0,0.0083951901790405,0.8281959965614638,4.0,,
,,,5.0,0.0077341510354191605,0.8373633795898318
7.0,0.007524437029392761,0.8437308117401449,5.0,,
2.0,0.007658221244804692,0.8375291661549797,5.0,,
8.0,0.007758005524822057,0.8383888001964878,5.0,,
6.0,0.007514908565769877,0.8409677023210119,5.0,,
1.0,0.007958968599678828,0.8327397764951492,5.0,,
3.0,0.007791319570362195,0.8362397150927177,5.0,,
5.0,0.007771931057968582,0.8374677637234434,5.0,,
9.0,0.007625449293736933,0.8389414220803144,5.0,,
0.0,0.007932533824435033,0.834397642146629,5.0,,
4.0,0.007805735643220653,0.8332309959474395,5.0,,
